
Code 	Short Name                	Long Name                                         	Hawaii Totals	    Hawaii	  Honolulu	   Kalawao	     Kauai	      Maui
45510	XYLENE   SED DRY  WGTUG/KG	XYLENE                      SEDIMENT,DRY WGT,UG/KG	            4	         0	         4	         0	         0	         0
45511	XYLENE   TISS WET WGTMG/KG	XYLENE                      TISSUE  ,WET WGT,MG/KG	            3	         0	         3	         0	         0	         0
46333	PCNB     TIS WET  MG/KG   	PENTACHLORONITROBENZENE (PCNB) IN TISSUE WET MG/KG	            3	         1	         2	         0	         0	         0
50050	CONDUIT  FLOW     MGD     	FLOW, IN CONDUIT OR THRU A TREATMENT PLANT     MGD	          151	         0	       151	         0	         0	         0
50261	DO INTER GRVL WNK LR  MG/L	DISSOLVED OXYGEN, INTERGRAVEL WINKLER TITRATN MG/L	           32	        32	         0	         0	         0	         0
50274	AMPA      UG/L            	AMINOMETHYLPHOSPHONIC ACID                    MG/L	            4	         4	         0	         0	         0	         0
70300	RESIDUE  DISS-180 C   MG/L	RESIDUE,TOTAL FILTRABLE (DRIED AT 180C),MG/L      	          281	        56	       146	         0	        39	        40
70301	DISS SOL SUM      MG/L    	SOLIDS, DISSOLVED-SUM OF CONSTITUENTS (MG/L)      	           15	         0	        15	         0	         0	         0
70304	SOLIDS,  DISS.TO  T.MG/L  	SOLIDS, TOTAL DISSOLVED-COND. METER (MG/L)        	          196	         0	         0	         0	         0	       196
70320	MOISTURE CONTENT  PERCENT 	MOISTURE CONTENT (PERCENT OF TOTAL WET WEIGHT)    	           22	         0	        22	         0	         0	         0
70507	PHOS-T   ORTHO    MG/L P  	PHOSPHORUS,IN TOTAL ORTHOPHOSPHATE (MG/L AS P)    	         8112	      1059	      5419	         0	       854	       780
70977	INSTRMNT LAB/FLD  RATIONUM	INSTRUMENT RATIO, LAB/FIELD CONCENTRATIONS, NUMBER	            4	         2	         2	         0	         0	         0
71830	OH ION   OH       MG/L    	HYDROXIDE ION   (MG/L AS OH)                      	            2	         1	         1	         0	         0	         0
71845	AMMONIA  TOT-NH4  MG/L    	NITROGEN, AMMONIA, TOTAL (MG/L AS NH4)            	          236	         0	         0	         0	         0	       236
71846	AMMONIA  DISS-NH4 MG/L    	NITROGEN, AMMONIA, DISSOLVED (MG/L AS NH4)        	          244	       244	         0	         0	         0	         0
71850	NITRATE  TOT-NO3  MG/L    	NITRATE NITROGEN,TOTAL (MG/L AS NO3)              	          220	         6	         0	         0	         0	       214
71851	NITRATE  DISS-NO3 MG/L    	NITRATE NITROGEN, DISSOLVED (MG/L AS NO3)         	          199	       199	         0	         0	         0	         0
71889	SOLORTHO P AS PO4 MG/L    	PHOSPHATE, ORTHO, SOLUBLE, AS PO4 (MG/L)          	           32	        32	         0	         0	         0	         0
71900	MERCURY  HG,TOTAL UG/L    	MERCURY, TOTAL  (UG/L AS HG)                      	          213	         6	       194	         0	        10	         3
71920	MERCURY  SED-PULP MG/KG WT	MERCURY,TOT IN BOT DEPOS OR PULP(MG/KG,WET WGT)   	            1	         0	         1	         0	         0	         0
71921	MERCURY  SEDMG/KG DRY WGT 	MERCURY,TOT. IN BOT. DEPOS. (MG/KG AS HG DRY WGT) 	          612	       160	       367	         0	        37	        48
71930	MERCURY  TISMG/KG WET WGT 	MERCURY,TOTAL IN FISH OR ANIMAL-WET WEIGHT BASIS  	           17	         6	        11	         0	         0	         0
71935	MERCURY  FISH     PPM-WET 	MERCURY, TOTAL IN FISH (PPM,WET WEIGHT BASIS)     	           19	         2	        17	         0	         0	         0
71936	LEAD     TISMG/KG WET WGT 	LEAD,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS    	           49	         6	        43	         0	         0	         0
71937	COPPER   TISMG/KG WET WGT 	COPPER,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS  	           46	         7	        39	         0	         0	         0
71938	ZINC     TISMG/KG WET WGT 	ZINC,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS    	           46	         7	        39	         0	         0	         0
71939	CR-FISH  UG/G  OR MG/KG WT	CHROMIUM,TOT IN FISH OR ANIMALS-WET WEIGHT BASIS  	           15	         5	        10	         0	         0	         0
71940	CADMIUM  TISMG/KG WET WGT 	CADMIUM,TOTAL IN FISH OR ANIMAL-WET WEIGHT BASIS  	           33	         7	        26	         0	         0	         0
71941	CD TOTAL FISH DWT UG/GM   	CADMIUM,TOTAL IN FISH-DRY WEIGHT BASIS            	            3	         1	         2	         0	         0	         0
73529	BENZEMIN 4-CHLORO TOTWUG/L	BENZENAMINE, 4-CHLORO-                    TOTWUG/L	            3	         0	         3	         0	         0	         0
73605	BENZEMIN 4-NITRO- TOTWUG/L	BENZENAMINE, 4-NITRO-                     TOTWUG/L	            3	         0	         3	         0	         0	         0
74055	FEC COLI PERMIT   GENERAL 	FECAL COLIFORM, GENERAL (PERMIT)                  	            7	         0	         7	         0	         0	         0
74990	FISH     SPECIES  NUMERIC 	FISH SPECIES NUMERIC CODE - F&W SERVICE           	           91	         2	        89	         0	         0	         0
74995	ANATOMY   CODE            	ANATOMY CODE (SEE APPENDIX FOR ANATOMY LIST)      	           26	         2	        24	         0	         0	         0
75059	ACETONE  SED DRY  WGTUG/KG	ACETONE                     SEDIMENT,DRY WGT,UG/KG	            4	         1	         1	         0	         0	         2
75078	MTH ETH  KET SED  DRYUG/KG	METHYL ETHYL KETONE         SEDIMENT,DRY WGT,UG/KG	            2	         0	         2	         0	         0	         0
75166	2HEXANON SED DRY  WGTUG/KG	2-HEXANONE                  SEDIMENT,DRY WGT,UG/KG	            7	         1	         4	         0	         0	         2
75169	MTH IBT  KET SED  DRYUG/KG	METHYL ISOBUTYL KETONE      SEDIMENT,DRY WGT,UG/KG	            2	         0	         2	         0	         0	         0
75192	STYRENE  SED DRY  WGTUG/KG	STYRENE                     SEDIMENT,DRY WGT,UG/KG	            7	         1	         4	         0	         0	         2
75212	BNZYLALC SED DRY  WGTUG/KG	BENZYL ALCOHOL              SEDIMENT,DRY WGT,UG/KG	            7	         1	         5	         0	         0	         1
75315	BENZOICA SED DRY  WGTUG/KG	BENZOIC ACID                SEDIMENT,DRY WGT,UG/KG	            7	         1	         4	         0	         0	         2
75647	DBNZOFUR SED DRY  WGTUG/KG	DIBENZOFURAN                SEDIMENT,DRY WGT,UG/KG	            7	         1	         5	         0	         0	         1
76031	ACETONE  TISS WET WGTMG/KG	ACETONE                     TISSUE  ,WET WGT,MG/KG	            3	         0	         3	         0	         0	         0
76050	MTH ETH  KET TIS  WETMG/KG	METHYL ETHYL KETONE           TISSUE,WET WGT,MG/KG	            3	         0	         3	         0	         0	         0
76138	2HEXANON TISS WET WGTMG/KG	2-HEXANONE                  TISSUE  ,WET WGT,MG/KG	            3	         0	         3	         0	         0	         0
76141	MTH IBT  KET TIS  WETMG/KG	METHYL ISOBUTYL KETONE        TISSUE,WET WGT,MG/KG	            3	         0	         3	         0	         0	         0
76164	STYRENE  TISS WET WGTMG/KG	STYRENE                     TISSUE  ,WET WGT,MG/KG	            3	         0	         3	         0	         0	         0
76184	BNZYLALC TISS WET WGTMG/KG	BENZYL ALCOHOL              TISSUE  ,WET WGT,MG/KG	            3	         0	         3	         0	         0	         0
76287	BENZOICA TISS WET WGTMG/KG	BENZOIC ACID                TISSUE  ,WET WGT,MG/KG	            3	         0	         3	         0	         0	         0
76530	BIPHENYL TISS WET WGTMG/KG	BIPHENYL                    TISSUE  ,WET WGT,MG/KG	            3	         1	         2	         0	         0	         0
76619	DBNZOFUR TISS WET WGTMG/KG	DIBENZOFURAN                TISSUE  ,WET WGT,MG/KG	            3	         0	         3	         0	         0	         0
76982	4CHLR3,5 DIMETHYL FNL UG/L	4-CHLORO-3,5-DIMETHYLPHENOL, IN WATER         UG/L	            3	         0	         3	         0	         0	         0
77041	CRBN DIS TOTAL    UG/L    	CARBON DISULFIDE                  WHOLE WATER,UG/L	            7	         3	         4	         0	         0	         0
77057	VINYL AC TOTAL    UG/L    	VINYL ACETATE                     WHOLE WATER,UG/L	            6	         2	         4	         0	         0	         0
77089	ANILINE  TOTAL    UG/L    	ANILINE                           WHOLE WATER,UG/L	           10	         4	         5	         0	         0	         1
77103	2HEXANON TOTAL    UG/L    	2-HEXANONE                        WHOLE WATER,UG/L	            7	         3	         4	         0	         0	         0
77128	STYRENE  TOTAL    UG/L    	STYRENE                           WHOLE WATER,UG/L	           28	         9	         9	         5	         4	         1
77135	O-XYLENE TOTAL    UG/L    	O-XYLENE                          WHOLE WATER,UG/L	            7	         3	         4	         0	         0	         0
77146	P-CRESOL TOTAL    UG/L    	P-CRESOL                          WHOLE WATER,UG/L	            3	         0	         3	         0	         0	         0
77147	BNZYLALC TOTAL    UG/L    	BENZYL ALCOHOL                    WHOLE WATER,UG/L	           13	         4	         8	         0	         0	         1
77152	O-CRESOL TOTAL    UG/L    	O-CRESOL                          WHOLE WATER,UG/L	            3	         0	         3	         0	         0	         0
77163	1,3DCLPR TOTAL    UG/L    	1,3-DICHLOROPROPENE-1             WHOLE WATER,UG/L	            3	         0	         2	         1	         0	         0
77170	2,2DCLPR TOTAL    UG/L    	2,2-DICHLOROPROPANE               WHOLE WATER,UG/L	            8	         2	         3	         0	         3	         0
77173	1,3DCLPR TOTAL    UG/L    	1,3-DICHLOROPROPANE               WHOLE WATER,UG/L	           24	         6	         5	         5	         6	         2
77247	BENZOICA TOTAL    UG/L    	BENZOIC ACID                      WHOLE WATER,UG/L	           12	         4	         7	         0	         0	         1
77416	2MNAPTHA TOTAL    UG/L    	2-METHYLNAPHTHALENE               WHOLE WATER,UG/L	           13	         4	         8	         0	         0	         1
77443	1,2,3TCP TOTAL    UG/L    	1,2,3-TRICHLOROPROPANE            WHOLE WATER,UG/L	          620	         0	       609	         1	         1	         9
77562	1112TCLE TOTAL    UG/L    	1,1,1,2-TETRACHLOROETHANE         WHOLE WATER,UG/L	            8	         2	         3	         0	         3	         0
77596	DBRMETHA TOTAL    UG/L    	METHYLENE BROMIDE                 WHOLE WATER,UG/L	            8	         2	         3	         0	         3	         0
77641	N-TRIDEC TOTAL    UG/L    	N-TRIDECANE                       WHOLE WATER,UG/L	           24	         6	         5	         5	         6	         2
77687	245TCLPH TOTAL    UG/L    	2,4,5-TRICHLOROPHENOL             WHOLE WATER,UG/L	           12	         4	         7	         0	         0	         1
77689	DBNZLAMN TOTAL    UG/L    	DIBENZYLAMINE                     WHOLE WATER,UG/L	            9	         4	         4	         0	         0	         1
77779	DBRDCLM  TOTAL    UG/L    	DIBROMODICHLOROMETHANE            WHOLE WATER,UG/L	          963	        10	       884	        21	        15	        33
77970	CHLORO   TOLUENE  UG/L    	CHLOROTOLUENE IN WATER  UG/L                      	            8	         2	         3	         0	         3	         0
78008	ENDRIN   KETONE   UG/L    	ENDRIN KETONE IN WATER  UG/L                      	            3	         0	         3	         0	         0	         0
78113	ETH BENZ WH WTR   UG/L    	ETHYL BENZENE WHOLE WATER SAMPLE  UG/L            	           24	         6	         5	         5	         6	         2
78133	4-METHYL -2-PNTN  HOH UG/L	4-METHYL-2-PENTANONE IN WATER  UG/L               	            3	         0	         3	         0	         0	         0
78142	O-NITRO  ANILINE  WW UG/L 	ORTHO NITROANILINE IN WHOLE WATER  UG/L           	            3	         0	         3	         0	         0	         0
78211	ENDRINKE TISWETWT MG/KG   	ENDRIN KETONE IN FISH TISSUE       WETWTMG/KG     	            6	         3	         3	         0	         0	         0
78299	2NITRANL DRY WT.  SEDUG/KG	2-NITROANILINE IN SEDIMENT, DRY WEIGHT       UG/KG	            3	         0	         3	         0	         0	         0
78300	3-NITRO  ANILINE  TOT UG/L	3-NITROANILINE, TOTAL, IN WATER               UG/L	            3	         0	         3	         0	         0	         0
78361	VINYLACT SEDIMENT WETMG/KG	VINYL ACETATE                         SEDWETWTMG/K	            1	         0	         1	         0	         0	         0
78395	2MTHPHEN SEDIMENT WETMG/KG	2-METHYLPHENOL                       SEDWETWTMG/KG	            3	         0	         3	         0	         0	         0
78396	4MTHPHEN SEDIMENT WETMG/KG	4METHYLPHENOL                        SEDWETWTMG/KG	            3	         0	         3	         0	         0	         0
78401	245TCLPH SEDIMENT DRYUG/KG	2,4,5-TRICHLOROPHENOL IN SEDIMENT,DRY WEIGHT,UG/KG	            3	         0	         3	         0	         0	         0
78498	VINLACET SED, DRY WT.UG/KG	VINYL ACETATE, SEDIMENT, DRY WEIGHT,         UG/KG	            2	         0	         2	         0	         0	         0
78544	CARBON   DISULFID UG/KG   	CARBON DISULFIDE IN SEDIMENT  UG/KG               	            3	         0	         3	         0	         0	         0
78866	ANILINE  DRY WGT  SEDUG/KG	ANILINE IN SEDIMENT               DRY WEIGHT UG/KG	            1	         0	         1	         0	         0	         0
78867	4-CHLANL DRY WGT  SEDUG/KG	4-CHLOROANILINE IN SEDIMENT       DRY WEIGHT UG/KG	            4	         0	         4	         0	         0	         0
78869	3NITRANL DRY WGT  SEDUG/KG	3-NITROANILINE IN SEDIMENT        DRY WEIGHT UG/KG	            4	         0	         4	         0	         0	         0
78870	4NITRANL DRY WGT  SEDUG/KG	4-NITROANILINE IN SEDIMENT        DRY WEIGHT UG/KG	            4	         0	         4	         0	         0	         0
78907	HEXCLBPH FISH TIS WETMG/KG	HEXACHLOROBIPHENYLS IN FISH TISSUE WET WGT.  MG/KG	            3	         1	         2	         0	         0	         0
78922	NONACHLR TRNS TIS WETMG/KG	NONACHLOR, TRANS, TISSUE, WET WEIGHT         MG/KG	            3	         1	         2	         0	         0	         0
78923	NONACHLR CIS  TIS WETMG/KG	NONACHLOR, CIS, TISSUE, WET WEIGHT           MG/KG	            3	         1	         2	         0	         0	         0
79025	CHLORDAN A-FISH   WW UG/KG	CHLORDANE, ALPHA, IN FISH  WET WEIGHT  UG/KG      	            4	         1	         3	         0	         0	         0
79026	1234TET  CLRBENZ  TISMG/KG	1,2,3,4,-TETRACHLOROBENZENE IN FISH WET WGT  MG/KG	            3	         1	         2	         0	         0	         0
79040	DBENAHAN TISWETWT MG/KG   	DIBENZ(A,H)ANTHRACENE                TISWETWTMG/KG	            3	         0	         3	         0	         0	         0
79059	ACENAPTN FISH TIS DRYMG/KG	ACENAPHTHENE                         TISDRYWTMG/KG	            2	         0	         2	         0	         0	         0
79111	VINYLACT FISH TIS DRYMG/KG	VINYL ACETATE                         TISDRYWTMG/K	            1	         0	         1	         0	         0	         0
79178	PCB-1242 FISH TIS DRYMG/KG	PCB-1242                             TISDRYWTMG/KG	           22	         0	        22	         0	         0	         0
79179	PCB-1254 FISH TIS DRYMG/KG	PCB-1254                             TISDRYWTMG/KG	           68	         0	        68	         0	         0	         0
79182	PCB-1248 FISH TIS DRYMG/KG	PCB-1248                             TISDRYWTMG/KG	           24	         0	        24	         0	         0	         0
79183	PCB-1260 FISH TIS DRYMG/KG	PCB-1260                             TISDRYWTMG/KG	           40	         0	        40	         0	         0	         0
79531	3,4BENZO FLRNTHEN WASMG/KG	3,4-BENZOFLUORANTHENE IN WASTE               MG/KG	            1	         0	         1	         0	         0	         0
81010	BOD5     REMOVAL  PERCENT 	BOD, PERCENT REMOVAL, 5 DAY                      %	           70	         0	        70	         0	         0	         0
81011	SUS SOL  REMOVAL  PERCENT 	SOLIDS, SUSPENDED (PERCENT REMOVAL)               	           70	         0	        70	         0	         0	         0
81292	AZINPHOS ETHYL    TOT UG/L	AZINPHOSETHYL C12H16N3O3PS2WHOLE WATER SAMPLE UG/L	            6	         1	         3	         0	         2	         0
81293	COUMAPHS TOT      UG/L    	COUMAPHOS(C14H16CLO5PS)    WHOLE WATER SAMPLE UG/L	            6	         1	         3	         0	         2	         0
81302	DIBENZO  FURAN    TOT UG/L	DIBENZOFURAN(C12H8O)       WHOLE WATER SAMPLE UG/L	           13	         4	         8	         0	         0	         1
81312	PCBS     FISH WET WGTMG/KG	POLYCHLORINATEDBIPHENYLS FISH TISSUE WET WGT MG/KG	            4	         1	         3	         0	         0	         0
81327	DICHLORO PROPANE  TOT UG/L	DICHLOROPROPANE            WHOLE WATER SAMPLE UG/L	           13	         4	         2	         5	         1	         1
81333	DICLBENZ ISOMER   TOT UG/L	DICHLOROBENZENE ISOMER     WHOLE WATER SAMPLE UG/L	            8	         2	         3	         0	         3	         0
81403	DURSBAN  TOT      UG/L    	DURSBAN(CHLOROPYRIFOS)WHOLE WATER SAMPLE (UG/L)   	            4	         4	         0	         0	         0	         0
81408	MTRBUZIN TOT      UG/L    	METRIBUZIN (SENCOR), WATER, WHOLE             UG/L	            4	         4	         0	         0	         0	         0
81501	PENTACL  ETHANE   TOT UG/L	PENTACHLOROETHANE              WHL WATER SMPL UG/L	            8	         2	         3	         0	         3	         0
81522	DIBROMO  ETHANE   TOT UG/L	DIBROMOETHANE                  WHL WATER SMPL UG/L	          901	        10	       843	        16	        12	        20
81551	XYLENE    TOT UG/L        	XYLENE                         WHL WATER SMPL UG/L	            8	         2	         3	         0	         3	         0
81552	ACETONE   TOT UG/L        	ACETONE                        WHL WATER SMPL UG/L	            7	         3	         4	         0	         0	         0
81555	BROMO    BENZENE  TOT UG/L	BROMOBENZENE                   WHL WATER SMPL UG/L	            8	         2	         3	         0	         3	         0
81574	DICHLORO ETHYLENE TOT UG/L	DICHLOROETHYLENE               WHL WATER SMPL UG/L	            9	         2	         4	         0	         3	         0
81595	MTH ETH  KETONE   TOT UG/L	METHYL ETHYL KETONE            WHL WATER SMPL UG/L	            2	         0	         2	         0	         0	         0
81614	NO.INDV. IN THE   SAMPLE  	NUMBER OF INDIVIDUALS IN THE SAMPLE               	           21	         0	        21	         0	         0	         0
81637	SHELFISH SPECIES  NUMERIC 	SHELLFISH SPECIES NUMERIC CODE                    	            3	         0	         3	         0	         0	         0
81644	MTXCHLOR FISH WET WGT UG/G	METHOXYCHLOR IN FISH TISSUE,UG/G WET WEIGHT       	           11	         4	         7	         0	         0	         0
81645	MIREX  F ISH WETW GT UG/G 	MIREX IN FISH TISSUE WET WEIGHT UG/G              	           15	         1	        14	         0	         0	         0
81649	PCB-1262 TOT      UG/L    	PCB - 1262          IN THE WHOLE WATER SAMPLE UG/L	            5	         2	         2	         0	         0	         1
81652	TREFLAN  FISH WET WGTMG/KG	TREFLAN IN FISH TISSUE WET WEIGHT MG/KG           	            3	         1	         2	         0	         0	         0
81660	FE FISH  WET WGT  MG/KG   	IRON IN FISH TISSUE WET WEIGHT MG/KG              	           18	         0	        18	         0	         0	         0
81680	DICHLORO ETHANE   TOT MG/L	DICHLOROETHANE IN THE WHOLE WATER SAMPLE MG/L     	           16	         4	         3	         5	         3	         1
81743	ARSENIC  SHELL    WETMG/KG	ARSENIC IN SHELLFISH TISSUE WET WEIGHT PPM (MG/KG)	            3	         0	         3	         0	         0	         0
81746	COPPER   SHELL    WETMG/KG	COPPER IN SHELLFISH TISSUE WET WEIGHT PPM(MG/KG)  	            3	         0	         3	         0	         0	         0
81748	LEAD     SHELL    WETMG/KG	LEAD IN SHELLFISH TISSUE WET WEIGHT PPM(MG/KG)    	            3	         0	         3	         0	         0	         0
81749	ZINC     SHELL    WETMG/KG	ZINC IN SHELLFISH TISSUE WET WEIGHT PPM(MG/KG)    	            3	         0	         3	         0	         0	         0
81757	CYANAZIN WHL WAT  UG/L    	CYANAZINE IN THE WHOLE WATER SAMPLE UG/L          	            3	         0	         0	         0	         2	         1
81758	ETHOPROP WHL WAT  UG/L    	ETHOPROP IN THE WHOLE WATER SAMPLE UG/L           	            6	         1	         3	         0	         2	         0
81760	O,P'-DDE FISH WET WGTMG/KG	O,P'-DDE IN FISH TISSUE WET WEIGHT MG/KG          	            4	         0	         3	         0	         0	         1
81807	DURSBAN  FISH WET WGTMG/KG	DURSBAN IN FISH TISSUE WET WEIGHT MG/KG           	            3	         1	         2	         0	         0	         0
81811	NICKEL   SHELLWET WGTMG/KG	NICKEL IN SHELLFISH TISSUE        WET WEIGHT MG/KG	            3	         0	         3	         0	         0	         0
81813	IRON     SHELLWET WGTMG/KG	IRON IN SHELLFISH TISSUE          WET WEIGHT MG/KG	            3	         0	         3	         0	         0	         0
81823	PCA FISH TIS WET  WGTMG/KG	PENTACHLOROANISOLE(PCA)INFISH TISSUE WET WGT MG/KG	           15	         1	        14	         0	         0	         0
81896	DDE TOT  TISS WET WGTMG/KG	DDE TOTAL               IN TISSUE WET WEIGHT MG/KG	           68	         0	        68	         0	         0	         0
81944	DDT,DDE& DDD TISS WETMG/KG	DDT(INCLUDES DDE & DDD) IN TISSUE WET WEIGHT MG/KG	            1	         0	         1	         0	         0	         0
81987	SED PART SIZE %>  9.00PHI 	TOTAL SEDIMENT PARTICLE SIZE %COARSER THAN 9.00PHI	           68	         0	        68	         0	         0	         0
82004	DACTHAL  TISS     WETMG/KG	DACTHAL IN TISSUE SAMPLE          WET WEIGHT MG/KG	           18	         0	        18	         0	         0	         0
82028	RATIO    FEC COL  FEC STRP	RATIO OF FECAL COLIFORM TO FECAL STREPTOCOCCI(CAL)	         1331	       483	       198	         0	       564	        86
82029	OXYCHLRD TISS     WETMG/KG	OXYCHLORDANE IN TISSUE SAMPLE     WET WEIGHT MG/KG	           21	         1	        20	         0	         0	         0
82079	TURBIDTY LAB      NTU     	TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU  	        10918	      1965	      6250	         0	       970	      1733
82195	THIOCARB AMATES   UG/L    	THIOCARBAMATES       IN WATER                 UG/L	            6	         1	         3	         0	         2	         0
82227	TRICHLOR PHENATE  UG/L    	TRICHLOROPHENATE (ISOMERS) IN WATER           UG/L	            6	         1	         3	         0	         2	         0
82617	DISULFTN WATR TOT REC UG/L	DISULFOTON, WHOLE WATER, TOTAL RECOVERABLE    UG/L	            6	         1	         3	         0	         2	         0
82700	CF/100ML                  	CLOSTRIDIUM PORFRINGENS, MF              CFU/100ML	         8611	      1707	      3991	         0	      1233	      1680
84005	FISH     SPECIES  F &WL   	FISH SPECIES CODE-FISH & WILDLIFE SER             	           91	         2	        89	         0	         0	         0
84007	ANATOMY  ALPHA    CODE    	ANATOMY ALPHA CODE                                	           26	         2	        24	         0	         0	         0
84008	LIFE     STYLE/   HABITAT 	LIFE STYLE/HABITAT OF THEINDIVIDUALS IN THE SAMPLE	           21	         0	        21	         0	         0	         0
84009	SHELFISH SPECIES  ALPHA   	SHELLFISH SPECIES ALPHANUMERIC CODE               	            3	         0	         3	         0	         0	         0
84099	RELATIVE WATER LV CODE    	WATER - RELATIVE WATER LEVEL                  CODE	           22	        22	         0	         0	         0	         0
84104	DIOXIN   STUDY    ALPHACOD	DIOXIN STUDY                            ALPHA CODE	            5	         2	         3	         0	         0	         0
85675	TRICLBEN 135TIS   WETMG/KG	TRICHLOROBENZENE,1,3,5-        TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85676	TRICLBEN 123TIS   WETMG/KG	TRICHLOROBENZENE,1,2,3-        TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85677	TETCLBEN 1245TIS  WETMG/KG	TETRACHLOROBENZENE,1,2,4,5-    TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85678	TETCLBEN 1235TIS  WETMG/KG	TETRACHLOROBENZENE,1,2,3,5-    TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85679	PENCLBEN TIS,WET  WT,MG/KG	PENTACHLOROBENZENE             TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85680	DIPNDISU TIS,WET  WT,MG/KG	DIPHENYL DISULFIDE             TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85681	OCTCLSTY TIS,WET  WT,MG/KG	OCTACHLOROSTYRENE              TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85682	NITROFEN TIS,WET  WT,MG/KG	NITROFEN                       TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85683	PERTHANE TIS,WET  WT,MG/KG	PERTHANE                       TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85684	DICOFOL  TIS,WET  WT,MG/KG	DICOFOL (KELTHANE)             TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
85759	NITRANL2 WET WT   TISMG/KG	NITROANILINE, 2- , TISSUE, WET WT,           MG/KG	            3	         0	         3	         0	         0	         0
85760	CHLANL 4 WET WT   TISMG/KG	CHLORANILINE, 4- , TISSUE, WET WT,           MG/KG	            3	         0	         3	         0	         0	         0
85761	VINYLACT WET WT   TISMG/KG	VINYL ACETATE, TISSUE, WET WT,               MG/KG	            3	         0	         3	         0	         0	         0
85762	NITRANL4 WET WT   TISMG/KG	NITROANILINE, 4- , TISSUE, WET WT,           MG/KG	            3	         0	         3	         0	         0	         0
85763	NITRANL3 WET WT   TISMG/KG	NITROANILINE, 3- , TISSUE, WET WT,           MG/KG	            3	         0	         3	         0	         0	         0
85766	MEPHENO4 WET WT   TISMG/KG	METHYLPHENOL, 4- , TISSUE, WET WT,           MG/KG	            3	         0	         3	         0	         0	         0
85767	MEPHENO2 WET WT   TISMG/KG	METHYLPHENOL, 2- , TISSUE, WET WT,           MG/KG	            3	         0	         3	         0	         0	         0
85768	CBDISULF WET WT   TISMG/KG	CARBON DISULFIDE, TISSUE, WET WT,            MG/KG	            3	         0	         3	         0	         0	         0
85791	ENDRINKE SED DRY  WT UG/KG	ENDRIN KETONE, SEDIMENT, DRY WT,(SF)         UG/KG	            4	         1	         3	         0	         0	         0
85811	_CHLORO- ETHANE   EFF UG/L	CHLOROETHANE, EFFLUENT                        UG/L	            1	         0	         1	         0	         0	         0
